establecimiento,razon_social,productos
NUÑEZ JUAN AMERICO/MARIA ANGELICA,IFAI - LOTE E,CAÑA DE AZUCAR
NUÑEZ JUAN BAUTISTA/ GIMENEZ ULISES,IFAI - LOTE B1,CAÑA DE AZUCAR
NUÑEZ MARCELO RAMON / GARCIA MYRYAM,IFAI - LOTE K1,CAÑA DE AZUCAR
NUÑEZ MARCELO RAMON /GARCIA MYRIAN,IFAI - LOTE 36,CAÑA DE AZUCAR
OLEJNIK CARLOS/ESPINDOLA JORGE RAMON,IFAI - LOTE 27 A,CAÑA DE AZUCAR
OLIVEIRA JORGE / NERI / VIDALVINA PEREYRA ( EX OLIVEIRA VALDIR / JORGE OLIVEIRA / ALFREDO NERI / ALEJANDRO OLIVEIRA),IFAI - LOTE 89,CAÑA DE AZUCAR
OLIVERA ENRIQUE/ BENITO/DE MATTOS CLAUDIA / DA SILVA NATANAEL,IFAI - LOTE 198,CAÑA DE AZUCAR
OLIVERA RAMON HECTOR,IFAI - LOTE 43,CAÑA DE AZUCAR
OLIVERA RAMON HECTOR,IFAI - LOTE 8,CAÑA DE AZUCAR
OLIVERA RAMON HECTOR / JAKIMZUK OLGA CLAUDIA,IFAI - LOTE 196,CAÑA DE AZUCAR
OLIVERA ROSA/PALCHICOVSKI SERGIO RAMON,IFAI - LOTE 5,CAÑA DE AZUCAR
OLIVERA ROSA/PALCHICOVSKI SERGIO RAMON,IFAI - LOTE 6,CAÑA DE AZUCAR
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 199,CAÑA DE AZUCAR
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 198,CAÑA DE AZUCAR
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 196,CAÑA DE AZUCAR
PAEZ DONATO / DE LIMA ELIO,IFAI - LOTE 4 Y 5,CAÑA DE AZUCAR
PARK ANNA,ANNA PARK,MONTE
PARK ANNA,ANNA PARK,YERBA MATE
PARK ANNA,ANNA PARK,CAPUERA
PARK ANNA,ANNA PARK,TE
"PAULUK, TEODORO",PAULUK TEODORO,YERBA MATE
PEDROZO ROBERTO,IFAI - LOTE 132,CAÑA DE AZUCAR
PEREIRA MARIANO LIZARDO,IFAI - LOTE 143,CAÑA DE AZUCAR
PEREIRA MARIANO LIZARDO,IFAI - LOTE 114,CAÑA DE AZUCAR
PEREIRA RICARDO,IFAI - LOTE 30,CAÑA DE AZUCAR
PEREYRA DE RAMOS ABEL/EZEQUIEL,IFAI - LOTE 44,CAÑA DE AZUCAR
PIEKA ANTONIO / SVIRCZ ELIAS,IFAI - LOTE 21,CAÑA DE AZUCAR
PORTO CARLOS JAVIER,IFAI - LOTE 28 A,CAÑA DE AZUCAR
PRICHODA TEODORO BASILIO/ JORGE RICARDO,IFAI - LOTE 10,CAÑA DE AZUCAR
QUEVEDO LUIS ALBERTO,IFAI - LOTE 29,CAÑA DE AZUCAR
RAUL LOPEZ/LUCAS LOPEZ,CUARAJU MIMBI,YERBA MATE
REIS JACINTO / REIS JORGE LUIS / REIS ROBERTO ABEL,IFAI - LOTE 37 B,CAÑA DE AZUCAR
RIVERO GLADIS ANSELMA,IFAI - LOTE 176,CAÑA DE AZUCAR
RIVERO JUAN CARLOS,IFAI - LOTE 67,CAÑA DE AZUCAR
RODRIGUEZ JOSE CARLOS/ ELVIO MARINO ,IFAI - LOTE 17,CAÑA DE AZUCAR
RODRIGUEZ JUAN CARLOS / PORTO FRANCISCO,IFAI - LOTE 17 OESTE,CAÑA DE AZUCAR
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE H,CAÑA DE AZUCAR
RODRIGUEZ OSCAR/ RODRIGUEZ RENALSINO,IFAI - LOTE 154,CAÑA DE AZUCAR
ROTTA  JOSE OSCAR/JOSE MARCELO,IFAI - LOTE 79 SUR,CAÑA DE AZUCAR
ROTTA HERMELINDO / ROTTA GLADIS NOEMI,IFAI - LOTE 69,CAÑA DE AZUCAR
ROTTA JOSE OSCAR/JOSE MARCELO,IFAI - LOTE 80,CAÑA DE AZUCAR
SADI LEIRIA,IFAI - LOTE 165,CAÑA DE AZUCAR
SAPOZNIK ANTONIO,IFAI - LOTE 1 Y 2,CAÑA DE AZUCAR
SAVISKI CARLOS FRANCISCO,IFAI - LOTE 39 - 40,CAÑA DE AZUCAR
SAVISKI ELVIO OSCAR,IFAI - LOTE 29,CAÑA DE AZUCAR
"SCHERF, ALBERTO",SCHERF ALBERTO,YERBA MATE
SCHOLLES LUIS OSCAR / JOSE LUIS,IFAI - LOTE 41,CAÑA DE AZUCAR
SEGOVIA NADIA SOLEDAD / CRUZ MARCELO,IFAI - LOTE 78,CAÑA DE AZUCAR
SELL JUAN,IFAI - LOTE 65,CAÑA DE AZUCAR
SELL MIGUEL,IFAI - LOTE 54,CAÑA DE AZUCAR
SEMAINKO JUAN ALBERTO / DANIEL,IFAI - LOTE 54,CAÑA DE AZUCAR
SENIO CRISTIAN/LORENZO YOLANDA,IFAI - LOTE 231,CAÑA DE AZUCAR
SILVA ARMANDO ARIEL / ADAN,IFAI - LOTE 21,CAÑA DE AZUCAR
SILVA ILDEMAR ELIZARDO,IFAI - LOTE 17,CAÑA DE AZUCAR
SILVEYRA EDUARDO / SEPE FATIMA ISABEL,IFAI - LOTE 87 B,CAÑA DE AZUCAR
SKRABA JUAN PABLO/SKRABA JUAN GUSTAVO,IFAI - LOTE 9 A,CAÑA DE AZUCAR
SKUREK FERNANDO ARIEL,DORJE,POROTO SABLE
SKUREK FERNANDO ARIEL,DORJE,STEVIA
SKUREK FERNANDO ARIEL,DORJE,YERBA MATE
SMOLA HIPOLITO ABEL / JAKIMERSUK YOLANDA TERESA,IFAI - LOTE 119,CAÑA DE AZUCAR
"SOLIS JOSE MARIA / ANDREA, GRACIELA",IFAI - LOTE 21,CAÑA DE AZUCAR
SOLIS LEONEL JOSE/DOWBUZ LILIANA,IFAI - LOTE 20,CAÑA DE AZUCAR
STECIUK ELIDA TERESITA/ RAEL OMAR DE OLIVERA / PALCZIKONSKI ALBINO,IFAI - LOTE 38-39-40,CAÑA DE AZUCAR
STECIUK GREGORIO ALEJANDRO,IFAI - LOTE 228,CAÑA DE AZUCAR
SUAREZ RAMON OSCAR,IFAI - LOTE 16,CAÑA DE AZUCAR
TABAREZ ANSELMO,IFAI - LOTE 12,CAÑA DE AZUCAR
TAVAREZ CARLOS ANSELMO/ ANSELMO,IFAI - LOTE 18,CAÑA DE AZUCAR
TAVAREZ RAMON SERGIO / JUAN CARLOS,IFAI - LOTE 12,CAÑA DE AZUCAR
TRACHUK JOSE JAVIER / TRACHUK JOSE LUIS / TRACHUK EMILIO TEOFILO,IFAI - LOTE 72,CAÑA DE AZUCAR
TRACHUK JOSE JAVIER / TRACHUK JOSE LUIS / TRACHUK EMILIO TEOFILO,IFAI - LOTE 65,CAÑA DE AZUCAR
TRACHUK LUIS ADOLFO,IFAI - LOTE 82 N,CAÑA DE AZUCAR
TRINDADES RUBEN ANGEL,IFAI - LOTE 711,CAÑA DE AZUCAR
TYMCSZYSZYN JULIO DEMETRIO,IFAI - LOTE 520,CAÑA DE AZUCAR
VALENZUELA TERESA / MAURICIO,IFAI - LOTE 137,CAÑA DE AZUCAR
VARELA CLAUDIO,EL LAPACHO,YERBA MATE
VARELA CLAUDIO,EL LAPACHO,STEVIA
VARELA CLAUDIO,EL LAPACHO,ANANA
VARELA CLAUDIO,EL LAPACHO,MANDARINA
VARGAS PACHECO JOSE CARLOS / DOMINGUEZ NETO ELIO / MACHADO BARCELLOS JOEL / MACHADO ARLINDO,IFAI - LOTE 28,CAÑA DE AZUCAR
VELAZQUE FERNANDEZ JOSE JULCI/PRETTO ADAN,IFAI - LOTE 14,CAÑA DE AZUCAR
WAGNER NORBERTO,IFAI - LOTE 49-50,CAÑA DE AZUCAR
ZANAZZO OMAR / ZANAZZO JUAN CARLOS,IFAI - LOTE 25,CAÑA DE AZUCAR
BARTUSCH Y ZUBAK SRL,RAI MAPU,MANZANA
BARTUSCH Y ZUBAK SRL,RAI MAPU,PERA
"BARTUSCH, ERNESTO",AÑELO,CIRUELA
"BARTUSCH, ERNESTO",AÑELO,DURAZNO
"BARTUSCH, ERNESTO",FEDERICO (LOTE 92S93N),MANZANA
"BARTUSCH, ERNESTO",FEDERICO (LOTE 92S93N),PERA
"BARTUSCH, ERNESTO",RESIDENCIA (LOTE 161A),MANZANA
"BARTUSCH, ERNESTO",RESIDENCIA (LOTE 161A),PERA
"BARTUSCH, RODOLFO",RIO NEUQUEN,MANZANA
"BARTUSCH, RODOLFO",RIO NEUQUEN,VIVERO
"BARTUSCH, RODOLFO",CASA (LOTE 161B),MANZANA
"BARTUSCH, RODOLFO",CASA (LOTE 161B),PERA
"BARTUSCH, RODOLFO",FIDEL (LOTE 154),PERA
"BARTUSCH, RODOLFO",FIDEL (LOTE 154),MANZANA
"BARTUSCH, RODOLFO",FIDEL (LOTE 154),CIRUELA
"BARTUSCH, RODOLFO",Nº 205 Y Nº 206,MANZANA
"BARTUSCH, RODOLFO",Nº 205 Y Nº 206,PERA
"BARTUSCH, RODOLFO",Nº 205 Y Nº 206,CIRUELA
"BARTUSCH, RODOLFO",VIVERO (LOTE 122),MANZANA
"BARTUSCH, RODOLFO",VIVERO (LOTE 122),PERA
"BARTUSCH, RODOLFO",VIVERO (LOTE 122),CIRUELA
BUWACO S.R.L.,LA NONA,MANZANAS
BUWACO S.R.L.,LA NONA,PERAS
"CARDENAS, JUANA ROSA",LOTE 160,MANZANA
"CARDENAS, JUANA ROSA",LOTE 160,PERA
"CARDENAS, JUANA ROSA",LOTE 94-1,MANZANA
DALLA VILLA ALBERTO RAUL,EL CLAVO,MANZANA
DALLA VILLA ALBERTO RAUL,EL CLAVO,PERA
DALLA VILLA ALBERTO RAUL,LA VIEJA,MANZANA
DALLA VILLA ALBERTO RAUL,LA VIEJA,PERA
DALLA VILLA ALBERTO RAUL,SALITRE,MANZANA
DALLA VILLA ALBERTO RAUL,SALITRE,PERA
DELLA GASPERA ALDO,CHACRA 187,MANZANA
DELLA GASPERA ALDO,CHACRA 187,PERA
DELLA GASPERA ALDO,LA CASA,MANZANA
DELLA GASPERA ALDO,LA CASA,PERA
DOS RIOS SA,EL CRUCE,MANZANA
DOS RIOS SA,EL CRUCE,PERA
ESTABLECIMIENTO NICOLAS S.R.L,NICOLAS,MANZANA
ESTABLECIMIENTO NICOLAS S.R.L,NICOLAS,PERA
GARCIA MARIO ALBERTO,DON CHICHO,PERA
GARCIA MARIO ALBERTO,GARCIA MARIO,PERA
GURE ECHEA S.R.L,GERNIKA,MANZANA
GURE ECHEA S.R.L,GERNIKA,PERA
ISLAFRUT SRL,ISLA MANZANO,MANZANA
ISLAFRUT SRL,ISLA MANZANO,PERA
"JACOBO, FRANCISCO JOSE","JACOBO, FRANCISCO JOSE",PERA
LA DELICIOSA S.A.,CHACRA 34 LOTES B Y D,MANZANA
LA DELICIOSA S.A.,CHACRA 34 LOTES B Y D,PERA
LA DELICIOSA S.A.,EL ALPATACO,MANZANA
LA DELICIOSA S.A.,EL ALPATACO,PERA
LA DELICIOSA S.A.,LA ISLA,MANZANA
LA DELICIOSA S.A.,LA ISLA,PERA
LA DELICIOSA S.A.,AIVEN,MANZANA
LA DELICIOSA S.A.,AIVEN,PERA
LA DELICIOSA S.A.,DON GREGORIO,MANZANA
LA DELICIOSA S.A.,DON GREGORIO,PERA
LA DELICIOSA S.A.,DOÑA PEPA,PERA
LA DELICIOSA S.A.,LOTES 5B Y 5A,MANZANA
LA DELICIOSA S.A.,LOTES 5B Y 5A,PERA
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM,MANZANA
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM,PERA
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM,CEREZA
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM,DURAZNO
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM,DAMASCO
"MONACHESI, ALEJANDRO GABRIEL",LA CRISTINA,MANZANA
"MONACHESI, ALEJANDRO GABRIEL",LA CRISTINA,PERA
"MONACHESI, ALEJANDRO GABRIEL",LA CRISTINA,CIRUELA
"PAULOVICH, JUAN CARLOS",CHACRA CHINA MUERTA,MANZANA
"RETAMAL FERNANDEZ, JOSE E.","CHACRA ""EPUYEN""",MANZANA
"RETAMAL FERNANDEZ, JOSE E.","CHACRA ""EPUYEN""",PERA
SAHORES S.A.,SAHORES S.A.,MANZANAS
SAHORES S.A.,SAHORES S.A.,PERAS
"SANCHEZ, DARIO OMAR",LOTE 230 A,MANZANA
"SANCHEZ, DARIO OMAR",LOTE 230 A,PERA
"SANCHEZ, GLADYS MABEL","SANCHEZ, GLADYS MABEL",PERA
SAYIHUE SRL,VISTA ALEGRE,MANZANA
SAYIHUE SRL,VISTA ALEGRE,PERA
SERHEN SRL,CHACRA 32,MANZANA
SERHEN SRL,CHACRA 32,PERA
"STANGAFERRO, SERGIO",CHACRA 82-S,MANZANA
"STANGAFERRO, SERGIO",CHACRA 82-S,PERA
"STANGAFERRO, SERGIO",CHACRA 82-S,CALENDULA
SUC. VANNICOLA RAUL ANTONIO,ESCRAY,MANZANA
SUC. VANNICOLA RAUL ANTONIO,ESCRAY,PERA
TECNITERRA SACIA,CHACRA 19,PERA
TECNITERRA SACIA,CHACRA 19,MANZANA
TECNITERRA SACIA,CHACRA 19,CIRUELA
TECNITERRA SACIA,CHACRA 19A,MANZANA
TECNITERRA SACIA,CHACRA 19A,PERA
TECNITERRA SACIA,CHACRA 20,MANZANA
TECNITERRA SACIA,CHACRA 20,PERA
TECNITERRA SACIA,PICADA 8,PERA
TECNITERRA SACIA,PICADA 8,CIRUELA
ADRION PAUL,CHACRA HUMUS,VACAS
ADRION PAUL,CHACRA HUMUS,LECHE
ADRION PAUL,CHACRA HUMUS,VAQUILLONAS
ADRION PAUL,CHACRA HUMUS,NOVILLOS
ADRION PAUL,CHACRA HUMUS,TERNERAS
ADRION PAUL,CHACRA HUMUS,TERNEROS
ADRION PAUL,CHACRA HUMUS,TOROS
AGRICO.AR S.A.,AGRICO.AR S.A.,CEREZA
AGRO ROCA SA,LA CONSTANCIA,PERA
AGRO ROCA SA,LA CONSTANCIA,MANZANA
AGRO ROCA SA,LA ESCONDIDA,PERA
AGRO ROCA SA,LA ESCONDIDA,MANZANA
AGRO ROCA SA,LA ZAMBA,PERA
AGRO ROCA SA,LA ZAMBA,MANZANA
AGRONICA S.A.,FORTIN COPAHUE,CERELAES
AGRONICA S.A.,FORTIN COPAHUE,OELAGINOSAS
AGRONICA S.A.,FORTIN COPAHUE,MEGAFARDOS DE ALFALFA.
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 145,PERA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 145,MANZANA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 216,PERA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 216,MANZANA
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 216,PELON
ANTIGUA SA (EX GARRIDO ROBERTO),CHACRA 216,DURAZNO
ANTONINO MARIA ELENA DE COSTANZI,SANTA ELENA,MANZANAS
ANTONINO MARIA ELENA DE COSTANZI,SANTA ELENA,PERAS
"BANCO, HUGO","BANCO, HUGO",PERA
"BANCO, HUGO","BANCO, HUGO",MANZANA
"BARZI, GUILLERMO AMADEO",CHACRA 173,MANZANA
"BARZI, GUILLERMO AMADEO",CHACRA 186,MANZANA
"BARZI, GUILLERMO AMADEO",CHACRA 186,PERA
BIOVALLE S.A.,CHIMPAY II - LA ISLA,MANZANAS
BIOVALLE S.A.,CURUNDU - BIOVALLE B - SECTOR HORNERO B - HORNERO C Y PUCCINI NORTE,MANZANAS
BIOVALLE S.A.,CURUNDU - BIOVALLE B - SECTOR HORNERO B - HORNERO C Y PUCCINI NORTE,PERAS
BODEGA CHACRA S.R.L.,CHACRA 356 LOTE B DON TOMASO,VID
BODEGA CHACRA S.R.L.,CHACRA 357 LOTE B,VID
BODEGA CHACRA S.R.L.,CHACRA MENDOZA,VID
BODEGA Y VIÑEDOS PATAGONIA VALLEY S.R.L.,AUGUSTO RIPOLL,VID
BRASPATAGONIA S.R.L.,BRASPATAGONIA,MANZANA
BRASPATAGONIA S.R.L.,BRASPATAGONIA,PERA
CANESSA HNAS,RAYHUAO,VACAS
CANESSA HNAS,RAYHUAO,VAQUILLONAS
CANESSA HNAS,RAYHUAO,TOROS
COMPAÑIA DE PRODUCCION FRUTIHORTICOLA  SA,BIO CAÑADON COLLETTI,PERA
COMPAÑIA DE PRODUCCION FRUTIHORTICOLA  SA,BUONA MELA,MANZANA
COMPAÑIA DE PRODUCCION FRUTIHORTICOLA  SA,BUONA MELA,PERA
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA PILCANIYEU Y SAN PEDRO,GANADERIA BOVINA
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA PILCANIYEU Y SAN PEDRO,GANADERIA OVINA (CARNE
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA PILCANIYEU Y SAN PEDRO,LANA)
COMPAÑIA GENERAL DE FRUTAS S.A.,ELSA 1 Y 2,MANZANAS
COMPAÑIA GENERAL DE FRUTAS S.A.,ELSA 1 Y 2,PERAS
COMPAÑIA GENERAL DE FRUTAS S.A.,LA COSTA,MANZANAS
COMPAÑIA GENERAL DE FRUTAS S.A.,LA COSTA,PERAS
COMPAÑIA GENERAL DE FRUTAS S.A.,LOS PERALES,MANZANAS
COMPAÑIA GENERAL DE FRUTAS S.A.,LOS PERALES,PERAS
COMPAÑIA GENERAL DE FRUTAS S.A.,SECCION TERCERA,MANZANAS
COMPAÑIA GENERAL DE FRUTAS S.A.,SECCION TERCERA,PERAS
COSTANZI CARLOS SILVIO,EL NONO,MANZANAS
COSTANZI CARLOS SILVIO,EL NONO,PERAS
COSTANZI EDGARDO MARIO SILVIO,LA COSTA,MANZANAS
COSTANZI EDGARDO MARIO SILVIO,LA COSTA,PERAS
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 205,MANZANA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 205,PERA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B,MANZANA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B,PERA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B,CIRUELA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B,PELON
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 340,PERA
"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 340,MANZANA
ELOSEGUI HNOS. S.A.,LA INES,PERA
ELOSEGUI HNOS. S.A.,LA INES,MANZANA
ELOSEGUI HNOS. S.A.,LA INES,VID
ERICH JUAN  ROSAUER ,COMODATO: ZOILO S.A/ JUAN ERICH ROSAUER,MANZANAS
ERICH JUAN  ROSAUER ,COMODATO: ZOILO S.A/ JUAN ERICH ROSAUER,PERAS
ESTABLECIMIENTO SANTA MARIA S.R.L.,ESTABLECIMIENTO SANTA MARIA SRL,MANZANA
ESTABLECIMIENTO SANTA MARIA S.R.L.,ESTABLECIMIENTO SANTA MARIA SRL,PERA
ESTABLECIMIENTO SOLEDAD SA,CHACRA 363,PERA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 388,MANZANA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 388,PERA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA CHICHINALES,PERAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA CHICHINALES,MANZANAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MARCELO,PERAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MARCELO,MANZANAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA RAFIN,PERAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA RAFIN,MANZANAS
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215,PERA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215,MANZANA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215,DURAZNO
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 204,PERA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,DON PEDRO,MANZANA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,DON PEDRO,PERA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,LA COSTANERA,MANZANA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,LA COSTANERA,PERA
GALERA EMETERIO,LOTE 4D,MANZANAS
GALERA EMETERIO,LOTE 4D,PERAS
GARCIA MARIA NELIDA,CHACRA 48,MANZANA
GARCIA MARIA NELIDA,CHACRA 48,PERA
GARCIA MARIA NELIDA,PUENTE COLORADO,PERA
GARCIA MARIA NELIDA,PUENTE COLORADO,MANZANA
GARCIA MARIA NELIDA,PUENTE COLORADO,INCULTO
GARCIA MARIA NELIDA,LOS CIPRESES,PERA
GARCIA MARIA NELIDA,LOS CIPRESES,MANZANA
"GARCIA, JOAQUIN",GARCIA JOAQUIN,MANZANA
"GARCIA, JOAQUIN",GARCIA JOAQUIN,PERA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,FRAMBUESA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,DESCANSO
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,ARANDANO
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,ZARZAMORA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,MONTE
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,INCULTO
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,CEREZA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,CORINTO
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,CASSIS
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,GROSELLA
GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO,MEMBRILLO
"GREGORI, ROMULO LUIS",CHACRA Nº 197,MANZANA
"GREGORI, ROMULO LUIS",CHACRA Nº 197,PERA
HURACAN FRUIT S.R.L.,CHACRA 145E,MANZANA
HURACAN FRUIT S.R.L.,CHACRA 145E,PERA
INTERRUPCION S.A.,SECCION SEGUNDA,PERA
INTERRUPCION S.A.,SECCION SEGUNDA,MANZANA
INTERRUPCION S.A.,SECCION SEGUNDA,MEMBRILLO
INTERRUPCION S.A.,SECCION SEGUNDA,INCULTO
INTERRUPCION S.A.,SECCION SEGUNDA,DAMASCO
INTERRUPCION S.A.,SECCION SEGUNDA,CIRUELA
INTERRUPCION S.A.,SECCION SEGUNDA,AVELLANAS
INTERRUPCION S.A.,SECCION SEGUNDA,ALMENDRAS
INTERRUPCION S.A.,SECCION SEGUNDA,DURAZNO
INTERRUPCION S.A.,SECCION SEGUNDA,CEREZA
ISLAFRUT SRL,ISLAFRUT,MANZANA
ISLAFRUT SRL,ISLAFRUT,PERA
JAVIER LEGASPI,EL CAPRICHO,PERAS
JAVIER LEGASPI,EL CAPRICHO,MANZANAS.
JAVIER LEGASPI,VILLA MANZANO,PERAS
JAVIER LEGASPI,VILLA MANZANO,MANZANAS.
JOSE BARRESI S.A.,CHACRA 153 BIS,MANZANA
JOSE BARRESI S.A.,CHACRA 170,MANZANA
JOSE BARRESI S.A.,CHACRA 170,PERA
LA ANGOSTURA S.R.L.,LA ANGOSTURA,BORREGAS
LA ANGOSTURA S.R.L.,LA ANGOSTURA,OVEJAS
LA ANGOSTURA S.R.L.,LA ANGOSTURA,BORREGOS
LA ANGOSTURA S.R.L.,LA ANGOSTURA,CARNEROS
LA ANGOSTURA S.R.L.,LA ANGOSTURA,CAPONES
LA CONQUISTA SRL,LA CONQUISTA,MANZANA
LA CONQUISTA SRL,LA CONQUISTA,PERA
LA CONQUISTA SRL,LA CONQUISTA,NOGAL
LABARRIERE JEAN LOUIS,EL GALPON Y EL DESAGÜE,MANZANAS
LABARRIERE JEAN LOUIS,EL GALPON Y EL DESAGÜE,PERAS
LAGO VERDE SA,LAGO VERDE,MANZANA
LAGO VERDE SA,LAGO VERDE,PERA
LAGO VERDE SA,LAGO VERDE,CIRUELA
LAINO HERMANOS S.A.,CHACRA 168,MANZANA
LAINO HERMANOS S.A.,CHACRA 168,PERA
LAINO HERMANOS S.A.,CHACRA 169,MANZANA
LAINO HERMANOS S.A.,CHACRA 169,PERA
LAINO HERMANOS S.A.,CHACRA 231,MANZANA
LAINO HERMANOS S.A.,CHACRA 231,PERA
LAINO HERMANOS S.A.,LA CASONA,MANZANA
LAINO HERMANOS S.A.,LA CASONA,PERA
LOZANO S.R.L.,DON DANIEL,PERAS
LOZANO S.R.L.,DON ADOLFO,MANZANAS
LOZANO S.R.L.,DON ADOLFO,PERAS
LUISI ANTONIO,CHACRA N° 258,MANZANA
LUISI ANTONIO,CHACRA N° 258,PERA
LUISI ANTONIO,CHACRA N° 270,PERA
"LUSTIG, SCHOLZ, MANSO Y OTROS",LA VARELA,MANZANA
"LUSTIG, SCHOLZ, MANSO Y OTROS",LA VARELA,PERA
"MARCAL PATAGONICA S.A,",CALDERON  CHINCHINALES,MANZANA
"MARCAL PATAGONICA S.A,",CALDERON  CHINCHINALES,PERA
"MARCAL PATAGONICA S.A,",CALDERON REGINA,MANZANA
"MARCAL PATAGONICA S.A,",CALDERON REGINA,PERA
"MARTIN, OSCAR ALFREDO",EL SAUCE,MANZANA
"MARTIN, OSCAR ALFREDO",EL SAUCE,PERA
MORRIS GLYNDWR LEONARDO,MORRIS GLYNDWR LEONARDO,MANZANA
MORRIS GLYNDWR LEONARDO,MORRIS GLYNDWR LEONARDO,PERA
MOSCHINI ANDRES ALBERTO,AMPARITO,MANZANAS
MOSCHINI ANDRES ALBERTO,LA COLORADA,MANZANAS
MOSCHINI ANDRES ALBERTO,LA COLORADA,PERAS
"MUÑOZ, MARIA LUISA",MUÑOZ MARIA LUISA,MANZANA
"MUÑOZ, MARIA LUISA",MUÑOZ MARIA LUISA,PERA
NATURAL S.R.L,CROACIA,MANZANA
NATURAL S.R.L,CROACIA,PERA
PAISSANIDIS S.A.C.I.A.,171,MANZANAS
PAISSANIDIS S.A.C.I.A.,171,PERAS
PAKSERVI S.R.L.,MORYMAR,PERAS
PAKSERVI S.R.L.,MORYMAR,MANZANAS
"PARRA, ROBERTO",CHACRA 281,MANZANA
"PARRA, ROBERTO",CHACRA 281,PERA
"PARRA, ROBERTO",CHACRA Nº 269,MANZANA
"PARRA, ROBERTO",CHACRA Nº 269,PERA
"PARRA, ROBERTO",EDU II,MANZANA
"PARRA, ROBERTO",EDU II,PERA
"PARRA, ROBERTO",EDU II,PELON
PEREZ MAGDALENA Y DANIEL,CHACRA 132,MANZANA
PEREZ MAGDALENA Y DANIEL,CHACRA 132,PERA
PEREZ MAGDALENA Y DANIEL,CHACRA 170,MANZANA
