establecimiento,razon_social,productos
PARRA SA,CUARTEL 24 (EX PARRA SA),CIRUELA
PATGO S.A,VIÑA PATRICIA,VID
PATGO S.A,VIÑA PATRICIA,OLIVOS
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE,INCULTO
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE,OLIVO
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE,VID
PEÑAVID SA,FINCA TRIBUTO,VID
PEÑAVID SA,FINCA TRIBUTO,OLIVOS
PROVIVA S.R.L,AGRELO ,UVAS
PROVIVA S.R.L.,ALTAMIRA I,UVAS
PROVIVA S.R.L.,ALTAMIRA II,UVAS
PROVIVA S.R.L.,DRUMMOND,UVAS
PUENTE BLANCO S.A.,ESTANCIA EL TAMBILLO,ABONO VERDE
PUENTE BLANCO S.A.,ESTANCIA EL TAMBILLO,AJO
PUENTE BLANCO S.A.,ESTANCIA LOS AMIGOS,AJO
PUENTE BLANCO S.A.,ESTANCIA LOS AMIGOS,ABONO VERDE
PUERTO ANCONA S.A.,VISTA FLORES,UVAS
PUERTO ANCONA S.A.,VISTA FLORES,AROMATICAS
R6 LA GUEVARINA S.A.,R6 LA GUEVARINA,ESPARRAGO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,VID
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,NOGAL
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,INCULTO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,OLIVO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,ALFALFA
S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,BODEGAS VOLLMER UCOVALLEY S.A.,VID
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,CIRUELA
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,INCULTO
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,CIRUELA DESECADA
SANES S.A.,FINCA LA ULTIMA,AJO
SANES S.A.,FINCA LA ULTIMA,CEBOLLA
SANES S.A.,FINCA LA ULTIMA,CAMPO NATURAL
SANES S.A.,FINCA LA ULTIMA,INCULTO
SAVOINI MARIO ANTONIO,FINCA SAVOINI,UVAS PARA VINIFICAR
SAVOINI MARIO ANTONIO,FINCA SAVOINI,UVAS FRESCAS (MESA)
SOLANDES S.A.,SOLANDES,VID
SOLANDES S.A.,SOLANDES,ACEITUNAS
SOLANDES S.A.,SOLANDES,INCULTO
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA,CIRUELAS
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA,UVAS
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA,ACEITUNAS
STAGNITTI ALBERTO,LA MACARENA,VID
STAGNITTI ALBERTO,LA MACARENA,INCULTO
STAGNITTI ALBERTO,LA MACARENA,MEMBRILLO
TACCHINI FABIO,VISTALBA,CEREZA
TEPEU S.R.L,FINCA MUÑOZ HNOS.,ZAPALLO
TEPEU S.R.L,FINCA MUÑOZ HNOS.,CHOCLO
THIBAULT LEPOUTRE,FINCA CHACAYES NORTE (EX FINCA CHACAYES),UVAS PARA VINIFICAR
VAL DE FLORES S.A.,VAL DE FLORES,VID
VAL DE FLORES S.A.,VAL DE FLORES,INCULTO
VALENCIA MIGUEL,LA SERENA,UVAS
VALENCIA MIGUEL,LOS ALAMOS,UVAS
VALENCIA MIGUEL,MEDRANO,UVAS
"VALENCIA, ROBERTO OSCAR",FINCA VALENCIA,VID
VALENTIN BIANCHI SACIF ,FINCA ASTI,VID
VALENTIN BIANCHI SACIF ,FINCA DOÑA ELSA,VID
VALENTIN BIANCHI SACIF ,FINCA LAS PAREDES,VID
VILLA ATUEL S.A.,FINCA VILLA ATUEL,OLIVO
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,CIRUELA
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,VID
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,INCULTO
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,CAMPO NATURAL
VIÑA ESENCIA S.A.,FINCA ALEGRA,VID
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""DOÑA CRISTINA"" (INV E61522)",VID
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""LA SEDE "" (INV F 01047)(EX CENTRAL)",VID
VIÑAS DE CUYO S.A.,FINCA AGRELO,VID
VIÑAS DE CUYO S.A.,FINCA AGRELO,OLIVOS
VIÑAS DE LUJAN S.R.L.,VIÑAS DE LUJAN,VID
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,VINO
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,UVAS
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,ACEITUNAS
ACOSTA VILMAR,"IFAI - LOTE 1, LOTE 17",CAÑA DE AZUCAR
ALVARENGA ANTONIO JESUS,IFAI - LOTE 88,CAÑA DE AZUCAR
ALVARENGA GERONIMO FRANCISCO,IFAI - LOTE 88,CAÑA DE AZUCAR
ANGER JORGE/JUNIOR FABIAN,IFAI - LOTE 144,CAÑA DE AZUCAR
ANIAYA HILARIO/ ALBERT,IFAI - LOTE 51,CAÑA DE AZUCAR
ANIAYA HILARIO/ ANIAYA ALBERT / REIS ROBERTO,IFAI - LOTE 33/34,CAÑA DE AZUCAR
ANIAYA HILARIO/ALBERT,IFAI - LOTE 15,CAÑA DE AZUCAR
ANIAYA HILARIO/ALBERT,IFAI - LOTE 35,CAÑA DE AZUCAR
ANTUNEZ FLORES ANTONIO CARLOS/ QUENSSELL MARCOS/DE MATOS GRISELDA,IFAI - LOTE 26,CAÑA DE AZUCAR
ARJOL RICARDO ALFREDO / DOMINGUEZ CARLOS ALFREDO,IFAI - LOTE 3 Y 7,CAÑA DE AZUCAR
BAEZ ANTONIO SIMEON / RODRIGUEZ TERESA / BAEZ OSCAR RAMON,IFAI - LOTE 169 B,CAÑA DE AZUCAR
BAEZ ESTELA MARI,IVU,LIMON
BAEZ ESTELA MARI,IVU,MANDARINA
BAEZ ESTELA MARI,IVU,NARANJA
BAEZ ESTELA MARI,IVU,PONELO Y ANANA
BALSARI EDGARDO ENRIQUE,IFAI - LOTE 77,CAÑA DE AZUCAR
"BARBARO, MARIO LUCIANO",MARIO BARBARO,YERBA MATE
BAUMGRATZ ALOISIO,KA´A PORÀ,YERBA MATE
BECKER CARLOS LUIS,IFAI - LOTE 24,CAÑA DE AZUCAR
BOGLIOTI JUAN JOSE,IFAI - LOTE 1,CAÑA DE AZUCAR
BOWALCZUK JESUS RAUL,IFAI - LOTE 11,CAÑA DE AZUCAR
BUBLITZ CARLOS / LUCAS JOSE / PETRY BLACIO / PETRY JOSE RAFAEL,IFAI - LOTE C,CAÑA DE AZUCAR
BUNNKOWSKI ELIO MARIO,IFAI - LOTE 115,CAÑA DE AZUCAR
CARDOZO ARLINDO JESUS / CARDOZO JESUS FELIX,IFAI - LOTE 143,CAÑA DE AZUCAR
CARDOZO JOSE LUIS,IFAI - LOTE 119 B,CAÑA DE AZUCAR
CARDOZO RICARDO ROGELIO,IFAI - LOTE 89,CAÑA DE AZUCAR
CARDOZO RICARDO ROGELIO ,IFAI - LOTE 172,CAÑA DE AZUCAR
CARRE ANIBAL DANIEL/MACHADO MIRIAM GRACIELA,IFAI - LOTE 16,CAÑA DE AZUCAR
CARRE EMILIO/ ROJAS LILA AIDHEE / CARRE ULISES RAMON,IFAI - LOTE 4,CAÑA DE AZUCAR
"CAVIGIOLI, MARIO",CAVIGIOLI MARIO,YERBA MATE
CHESSANI JORGE / IASINSKI DANIELA LUCIA,IFAI - LOTE 15,CAÑA DE AZUCAR
CHESSANI MAXIMO,IFAI - LOTE 69,CAÑA DE AZUCAR
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS,YERBA MATE
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS,TE
DA CRUZ MANUEL ROSALINO/DA CRUZ JOSE RAMON / DA CRUZ JORGE ARIEL / ROSANA ISABEL / SILVIO ORLANDO,IFAI - LOTE 90 A Y B,CAÑA DE AZUCAR
DA ROSA CARLOS/ WALTER FERREIRA DA ROSA / DE MATTOS BENITO / DE MATTOS MARIO,IFAI - LOTE 128 A,CAÑA DE AZUCAR
DA ROSA JOSE DANIEL/RODRIGUEZ EDELMIRA/DA ROSA ALEJANDRA,IFAI - LOTE 7,CAÑA DE AZUCAR
DA SILVA ARI/JOSE,IFAI - LOTE 72,CAÑA DE AZUCAR
DALINGER MARGARITA IRENE,IFAI - LOTE 3 D,CAÑA DE AZUCAR
DE LA CRUZ FRANCISCO ASIS,IFAI - LOTE 23,CAÑA DE AZUCAR
DE LIMA ANGEL / MARTINEZ EZEQUIEL / SEGOVIA NADIA SOLEDAD,IFAI - LOTE 18-20,CAÑA DE AZUCAR
DE MIRANDA JUAN FRANCISCO/ DE MIRANDA JOSE FRANCISCO,IFAI - LOTE 173,CAÑA DE AZUCAR
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 19,CAÑA DE AZUCAR
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 11,CAÑA DE AZUCAR
DE OLIVERA HECTOR ANDRES/ DA SEQUEIRA SULEMA MABEL,IFAI - LOTE 4,CAÑA DE AZUCAR
DE OLIVERA HECTOR ELIAS /ADELA KARINA / RODRIGUEZ HILDA ,IFAI - LOTE 10,CAÑA DE AZUCAR
DE OLIVERA HECTOR ELIAS /ADELA KARINA / RODRIGUEZ HILDA ,IFAI - LOTE 4,CAÑA DE AZUCAR
DE OLIVERA HUMBERTO / ANIAYA HECTOR,IFAI - LOTE 19,CAÑA DE AZUCAR
DE OLIVERA VICTOR PLACIDO / ACOSTA CLAUDETTE,IFAI - LOTE 11,CAÑA DE AZUCAR
DENI ANTONIO / BATIROLLA LUIS PABLO / BATIROLA GUSTAVO,IFAI - LOTE FISCAL,CAÑA DE AZUCAR
DO SANTOS JUAN RAMON / RAMON,IFAI - LOTE 43,CAÑA DE AZUCAR
DO SANTOS UBALDO / LUCIA / LUCAS UBALDO DO SANTOS,IFAI - LOTE 150,CAÑA DE AZUCAR
DO SANTOS UBALDO / LUCIA / LUCAS UBALDO DO SANTOS / DO SANTOS JONATHAN,IFAI - LOTE 139,CAÑA DE AZUCAR
DORNELES JUAN CARLOS / HOFFMANN MARTINS LAUDELINO,IFAI - LOTE 4 B,CAÑA DE AZUCAR
DURAN AMBROSIO,IFAI - LOTE 73,CAÑA DE AZUCAR
DURAN AMBROSIO,IFAI - LOTE 12 Y 7,CAÑA DE AZUCAR
DURAN AMBROSIO,IFAI - LOTE 44,CAÑA DE AZUCAR
EICHEMBER EVALDO / CLARA DOCARMO FERNANDEZ,IFAI - LOTE 21,CAÑA DE AZUCAR
ENGER LIZARDO / RIVERO GLADIS A / AYALA ESILDA ENGER,IFAI - LOTE 148,CAÑA DE AZUCAR
ENGER LIZARDO LUIS,IFAI - LOTE 176,CAÑA DE AZUCAR
ENGER LIZARDO LUIS,IFAI - LOTE 152,CAÑA DE AZUCAR
ENGERS LUCINDO / ENGERS CLOVIS MARCOS,IFAI - LOTE 22,CAÑA DE AZUCAR
ENRIQUE VICTOR ARRUA,MALCRIADO,YERBA MATE
ESCARVADOFSKI LIZARDO TOMAS / CERRI ORESTINA,IFAI - LOTE 39 B,CAÑA DE AZUCAR
ESCARVADOFSKI LIZARDO TOMAS/ CERRI ORESTINA,IFAI - LOTE 1 Y 2,CAÑA DE AZUCAR
ESCARVADOFSKI LUIS FABIAN,IFAI - LOTE 17/18,CAÑA DE AZUCAR
ESPINDOLA ALCIMIRO / FLORES MARTA,IFAI - LOTE 103,CAÑA DE AZUCAR
ESPINDOLA ALCIMIRO / FLORES MARTA,IFAI - LOTE 24 A,CAÑA DE AZUCAR
FERNANDEZ PEREIRA JOSE / JOSE HECTOR,IFAI - LOTE 94,CAÑA DE AZUCAR
FERREYRA BLANCA LUCY,IFAI - LOTE 179,CAÑA DE AZUCAR
FERREYRA LIDIA/ ELIZARDO GABRIEL,IFAI - LOTE 176,CAÑA DE AZUCAR
FERREYRA LIDIO RAMON/ ELIZARDO GABRIEL / MIRANDA ROSANA BEATRIZ / RIVERO MARIA A. YANINA,IFAI - LOTE 174,CAÑA DE AZUCAR
FERREYRA LIDIO RAMON/ELIZARDO GABRIEL,IFAI - LOTE 150,CAÑA DE AZUCAR
FERREYRA LORENZO / FERREYRA ABEL MEDELI,IFAI - LOTE 27,CAÑA DE AZUCAR
FERREYRA PEDRO,IFAI - LOTE 13,CAÑA DE AZUCAR
FISCHER ARMINDO,IFAI - LOTE 72,CAÑA DE AZUCAR
FISHER CLAUDIO ARIEL/ TIERLING RAUL,IFAI - LOTE 8,CAÑA DE AZUCAR
FUNDACION ALBERTO ROTH,FUNDACION ALBERTO ROTH,YERBA MATE
GALVAN MARIELA ANDREA,IFAI - LOTE 162-163,CAÑA DE AZUCAR
GALVAN MARIELA ANDREA,IFAI - LOTE 4,CAÑA DE AZUCAR
GALVAN MARIELA ANDREA,IFAI - LOTE 19,CAÑA DE AZUCAR
GOMEZ ABEL,IFAI - LOTE 153,CAÑA DE AZUCAR
GOMEZ CARLOS RUBEN,IFAI - LOTE 153,CAÑA DE AZUCAR
GOMEZ HECTOR,IFAI - LOTE 94,CAÑA DE AZUCAR
GOMEZ ROSALINO/ M. FATIMA DA SILVEIRA,IFAI - LOTE 123,CAÑA DE AZUCAR
GONZALEZ CLAUDIA/BECKER OSCAR,IFAI - LOTE 36,CAÑA DE AZUCAR
GONZALEZ MARINO/ GONZALEZ CORNELIO/ GONZALEZ SOLEDAD MARIELA,IFAI - LOTE 99,CAÑA DE AZUCAR
GONZALEZ OSVALDO MARTIN,IFAI - LOTE 15,CAÑA DE AZUCAR
GRABARCZUK TERESA/STECIUK NORA ISABEL,IFAI - LOTE 2 A,CAÑA DE AZUCAR
GROSS VICTOR DANIEL,IFAI - LOTE 8F,CAÑA DE AZUCAR
GRZVINSKI CLAUDIO / HECTOR JOSE,IFAI - LOTE 35,CAÑA DE AZUCAR
HARTMANN MARIO / PRESTES LORENA ADRIANA / PRESTES CARLOS DAVID,IFAI - LOTE 69,CAÑA DE AZUCAR
HARTMANN SIBANO / HARTMANN MAURO,IFAI - LOTE 121-123,CAÑA DE AZUCAR
HEINZMANN ENRIQUE CRISTIAN,ENRIQUE CRISTIAN HEINZMANN,YERBA MATE
JAKIMZUK  PEDRO MARCOS,IFAI - LOTE 195,CAÑA DE AZUCAR
JAKIMZUK LIDIA/ OLIVERA RUBEN,IFAI - LOTE 8,CAÑA DE AZUCAR
KALISPRENER JORGE RUBEN / SAWISKI MIRTHA GRACIA / KALISPRENER JORGE ANDRES,IFAI - LOTE 30,CAÑA DE AZUCAR
KAPELINSKI JOSE ESTEBAN/CRISTIAN ARIEL,IFAI - LOTE 1 B,CAÑA DE AZUCAR
KAPELINSKI JOSE ESTEBAN/CRISTIAN ARIEL,IFAI - LOTE 17,CAÑA DE AZUCAR
KLUGE JORGE ALFREDO,IFAI - LOTE 41,CAÑA DE AZUCAR
KOTH ITATI MARIA EVANGELINA,ROA PIPO,YERBA MATE
KRAUS S.A.,ESTABLECIMIENTO KRAUS,TE
KRAUS S.A.,ESTABLECIMIENTO KRAUS,YERBA MATE
KREUNING JORGE,IFAI - LOTE 96,CAÑA DE AZUCAR
KURZNIWSKI GERARDO GERMAN,IFAI - LOTE 11,CAÑA DE AZUCAR
LA CONDICION S.A.,ISTUETA KM 300,SIN PROD.
LAS TREINTA S.A.,DOROSZ,TE
LASSER TERESA/ MITTIL JUAN CARLOS  / MITTIL JUAN CARLOS (HIJO),IFAI - LOTE 5,CAÑA DE AZUCAR
LOPEZ LUCAS,CHACRA IPOTI,YERBA MATE
LORENZO YOLANDA /SENIO CRISTIAN SANTIAGO,IFAI - LOTE 237,CAÑA DE AZUCAR
MACHADO MENDRANA PRADELINO / MACHADO PAULO,IFAI - LOTE 62,CAÑA DE AZUCAR
MACHADO MIGUEL ANGEL/FERNANDO MIGUEL,IFAI - LOTE 61,CAÑA DE AZUCAR
MACHADO MIGUEL/SOLIS ELBA BEATRIZ/MACHADO FABIANA,IFAI - LOTE 14 B,CAÑA DE AZUCAR
MARCELO MANUEL LIMA / MANUEL ALTAMIRO LIMA,IFAI - LOTE 4,CAÑA DE AZUCAR
MARIANA MAMPAEY,EL HORMIGUERO,YERBA
MARIANA MAMPAEY,EL HORMIGUERO,CAÑA DE AZUCAR
MARIANA MAMPAEY,EL HORMIGUERO,MANDIOCA
MARIANA MAMPAEY,EL HORMIGUERO,AROMATICAS Y MEDICINALES
MARLANDER JORGE ALFREDO / EZEQUIEL,IFAI - LOTE 7,CAÑA DE AZUCAR
MARLANDER JORGE ALFREDO / MARLANDER EZEQUIEL/ STECIUK MATIAS,IFAI - LOTE 8,CAÑA DE AZUCAR
MARQUEZ JUAN ANDRES,IFAI - LOTE 145,CAÑA DE AZUCAR
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,YERBA
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,TE
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,POMELO
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,QUINOTO
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,MANDARINA
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,NARANJA.
MIRANDA CARLOS LEON/MIRANDA HECTOR,IFAI - LOTE 133,CAÑA DE AZUCAR
MORAES LUCAS,IFAI - LOTE 71 Y SOBRANTE,CAÑA DE AZUCAR
"MOZZONI, ROBERTO RAMON",ROBERTO MOZZONI,TE
"MOZZONI, ROBERTO RAMON",ROBERTO MOZZONI,YERBA MATE
NELCI SANTIAGO / GENESINI HILDA INES,IFAI - LOTE FISCAL,CAÑA DE AZUCAR
NEVEZ EUSEBIO,IFAI - LOTE 129,CAÑA DE AZUCAR
NOREMBERG ROSSEMARIE HAIDEE,IFAI - LOTE 8 Y 9,CAÑA DE AZUCAR
NUÑEZ JUAN AMERICO/MARIA ANGELICA,IFAI - LOTE E,CAÑA DE AZUCAR
NUÑEZ JUAN BAUTISTA/ GIMENEZ ULISES,IFAI - LOTE B1,CAÑA DE AZUCAR
NUÑEZ MARCELO RAMON / GARCIA MYRYAM,IFAI - LOTE K1,CAÑA DE AZUCAR
NUÑEZ MARCELO RAMON /GARCIA MYRIAN,IFAI - LOTE 36,CAÑA DE AZUCAR
OLEJNIK CARLOS/ESPINDOLA JORGE RAMON,IFAI - LOTE 27 A,CAÑA DE AZUCAR
OLIVEIRA JORGE / NERI / VIDALVINA PEREYRA ( EX OLIVEIRA VALDIR / JORGE OLIVEIRA / ALFREDO NERI / ALEJANDRO OLIVEIRA),IFAI - LOTE 89,CAÑA DE AZUCAR
OLIVERA ENRIQUE/ BENITO/DE MATTOS CLAUDIA / DA SILVA NATANAEL,IFAI - LOTE 198,CAÑA DE AZUCAR
OLIVERA RAMON HECTOR,IFAI - LOTE 43,CAÑA DE AZUCAR
OLIVERA RAMON HECTOR,IFAI - LOTE 8,CAÑA DE AZUCAR
OLIVERA RAMON HECTOR / JAKIMZUK OLGA CLAUDIA,IFAI - LOTE 196,CAÑA DE AZUCAR
OLIVERA ROSA/PALCHICOVSKI SERGIO RAMON,IFAI - LOTE 5,CAÑA DE AZUCAR
OLIVERA ROSA/PALCHICOVSKI SERGIO RAMON,IFAI - LOTE 6,CAÑA DE AZUCAR
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 199,CAÑA DE AZUCAR
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 198,CAÑA DE AZUCAR
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 196,CAÑA DE AZUCAR
PAEZ DONATO / DE LIMA ELIO,IFAI - LOTE 4 Y 5,CAÑA DE AZUCAR
PARK ANNA,ANNA PARK,MONTE
PARK ANNA,ANNA PARK,YERBA MATE
PARK ANNA,ANNA PARK,CAPUERA
PARK ANNA,ANNA PARK,TE
"PAULUK, TEODORO",PAULUK TEODORO,YERBA MATE
PEDROZO ROBERTO,IFAI - LOTE 132,CAÑA DE AZUCAR
PEREIRA MARIANO LIZARDO,IFAI - LOTE 143,CAÑA DE AZUCAR
PEREIRA MARIANO LIZARDO,IFAI - LOTE 114,CAÑA DE AZUCAR
PEREIRA RICARDO,IFAI - LOTE 30,CAÑA DE AZUCAR
PEREYRA DE RAMOS ABEL/EZEQUIEL,IFAI - LOTE 44,CAÑA DE AZUCAR
PIEKA ANTONIO / SVIRCZ ELIAS,IFAI - LOTE 21,CAÑA DE AZUCAR
PORTO CARLOS JAVIER,IFAI - LOTE 28 A,CAÑA DE AZUCAR
PRICHODA TEODORO BASILIO/ JORGE RICARDO,IFAI - LOTE 10,CAÑA DE AZUCAR
PRIETTO ANGEL GABRIEL,IFAI - LOTE 19,CAÑA DE AZUCAR
QUEVEDO LUIS ALBERTO,IFAI - LOTE 29,CAÑA DE AZUCAR
RAMOS HILARIO LECER / HAMMERSMITH CLAUDIO /  HAMERSMITH CRISTINA MABEL / RAMOS NELCI MABEL,IFAI - LOTE 17,CAÑA DE AZUCAR
RAUL LOPEZ/LUCAS LOPEZ,CUARAJU MIMBI,YERBA MATE
REIS JACINTO / REIS JORGE LUIS / REIS ROBERTO ABEL,IFAI - LOTE 37 B,CAÑA DE AZUCAR
RIVERO GLADIS ANSELMA,IFAI - LOTE 176,CAÑA DE AZUCAR
RIVERO JUAN CARLOS,IFAI - LOTE 67,CAÑA DE AZUCAR
RODRIGUEZ JOSE CARLOS/ ELVIO MARINO ,IFAI - LOTE 17,CAÑA DE AZUCAR
RODRIGUEZ JUAN CARLOS / PORTO FRANCISCO,IFAI - LOTE 17 OESTE,CAÑA DE AZUCAR
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE H,CAÑA DE AZUCAR
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE 82 /103,CAÑA DE AZUCAR
RODRIGUEZ OSCAR/ RODRIGUEZ RENALSINO,IFAI - LOTE 154,CAÑA DE AZUCAR
ROTTA  JOSE OSCAR/JOSE MARCELO,IFAI - LOTE 79 SUR,CAÑA DE AZUCAR
ROTTA HERMELINDO / ROTTA GLADIS NOEMI,IFAI - LOTE 69,CAÑA DE AZUCAR
ROTTA JOSE OSCAR/JOSE MARCELO,IFAI - LOTE 80,CAÑA DE AZUCAR
RUBEN DARIO HENN,CHACRA DON LUIS,YERBA MATE
SADI LEIRIA,IFAI - LOTE 165,CAÑA DE AZUCAR
SAPOZNIK ANTONIO,IFAI - LOTE 1 Y 2,CAÑA DE AZUCAR
SAVISKI CARLOS FRANCISCO,IFAI - LOTE 39 - 40,CAÑA DE AZUCAR
SAVISKI ELVIO OSCAR,IFAI - LOTE 29,CAÑA DE AZUCAR
"SCHERF, ALBERTO",SCHERF ALBERTO,YERBA MATE
SCHOLLES LUIS OSCAR / JOSE LUIS,IFAI - LOTE 41,CAÑA DE AZUCAR
SEGOVIA NADIA SOLEDAD / CRUZ MARCELO,IFAI - LOTE 78,CAÑA DE AZUCAR
SELL JUAN,IFAI - LOTE 65,CAÑA DE AZUCAR
SELL MIGUEL,IFAI - LOTE 54,CAÑA DE AZUCAR
SEMAINKO JUAN ALBERTO / DANIEL,IFAI - LOTE 54,CAÑA DE AZUCAR
SENIO CRISTIAN/LORENZO YOLANDA,IFAI - LOTE 231,CAÑA DE AZUCAR
SILVA ARMANDO ARIEL / ADAN,IFAI - LOTE 21,CAÑA DE AZUCAR
SILVA ILDEMAR ELIZARDO,IFAI - LOTE 17,CAÑA DE AZUCAR
SILVEYRA EDUARDO / SEPE FATIMA ISABEL,IFAI - LOTE 87 B,CAÑA DE AZUCAR
SKRABA JUAN PABLO/SKRABA JUAN GUSTAVO,IFAI - LOTE 9 A,CAÑA DE AZUCAR
SKUREK FERNANDO ARIEL,DORJE,POROTO SABLE
SKUREK FERNANDO ARIEL,DORJE,STEVIA
SKUREK FERNANDO ARIEL,DORJE,YERBA MATE
SMOLA HIPOLITO ABEL / JAKIMERSUK YOLANDA TERESA,IFAI - LOTE 119,CAÑA DE AZUCAR
"SOLIS JOSE MARIA / ANDREA, GRACIELA",IFAI - LOTE 21,CAÑA DE AZUCAR
SOLIS LEONEL JOSE/DOWBUZ LILIANA,IFAI - LOTE 20,CAÑA DE AZUCAR
SOSA DA SILVA JUAN,IFAI - LOTE 61,CAÑA DE AZUCAR
STECIUK ELIDA TERESITA/ RAEL OMAR DE OLIVERA / PALCZIKONSKI ALBINO,IFAI - LOTE 38-39-40,CAÑA DE AZUCAR
STECIUK GREGORIO ALEJANDRO,IFAI - LOTE 228,CAÑA DE AZUCAR
STECIUK MARIO RICARDO / STECIUK ABEL,IFAI - LOTE 233,CAÑA DE AZUCAR
SUAREZ MARIA NELLI,IFAI - LOTE QTA 13,CAÑA DE AZUCAR
SUAREZ RAMON OSCAR,IFAI - LOTE 16,CAÑA DE AZUCAR
SUAREZ RAMON OSCAR / JAVIER OSCAR ,IFAI - LOTE QTA 2,CAÑA DE AZUCAR
TABAREZ ANSELMO,IFAI - LOTE 12,CAÑA DE AZUCAR
